page,filename,section,asset_type,tier,selected,learning_focus,notes
330,0330.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
331,0331.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
332,0332.webp,monsters_and_endemic_life_II,monster_hero_or_design_sheet,S,yes,Black Diablos horn and desert combat logic,advanced monsters / elder dragons / late-game creatures
333,0333.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
334,0334.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
335,0335.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
336,0336.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
337,0337.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
338,0338.webp,monsters_and_endemic_life_II,monster_hero_or_design_sheet,S,yes,Nergigante spike regeneration and impact mass,advanced monsters / elder dragons / late-game creatures
339,0339.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
340,0340.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
341,0341.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
342,0342.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
343,0343.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
344,0344.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
345,0345.webp,monsters_and_endemic_life_II,monster_hero_or_design_sheet,S,yes,Vaal Hazak corpse-gas horror anatomy,advanced monsters / elder dragons / late-game creatures
346,0346.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
347,0347.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
348,0348.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
349,0349.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
350,0350.webp,monsters_and_endemic_life_II,monster_hero_or_design_sheet,S,yes,Kushala Daora metallic elder dragon language,advanced monsters / elder dragons / late-game creatures
351,0351.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
352,0352.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
353,0353.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
354,0354.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
355,0355.webp,monsters_and_endemic_life_II,monster_hero_or_design_sheet,S,yes,Xeno'jiiva alien bioluminescent creature logic,advanced monsters / elder dragons / late-game creatures
356,0356.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
357,0357.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
358,0358.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
359,0359.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
360,0360.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
361,0361.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
362,0362.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
363,0363.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
364,0364.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
365,0365.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
366,0366.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
367,0367.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
368,0368.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
369,0369.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
370,0370.webp,monsters_and_endemic_life_II,monster_hero_or_design_sheet,S,yes,Deviljho brute force volume and predation tone,advanced monsters / elder dragons / late-game creatures
371,0371.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
372,0372.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
373,0373.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
374,0374.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
375,0375.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
376,0376.webp,monsters_and_endemic_life_II,monster_hero_or_design_sheet,S,yes,Kulve Taroth precious-metal material fantasy,advanced monsters / elder dragons / late-game creatures
377,0377.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
378,0378.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
379,0379.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
380,0380.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
381,0381.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
382,0382.webp,monsters_and_endemic_life_II,monster_hero_or_design_sheet,S,yes,Lunastra blue-flame identity and regal body mass,advanced monsters / elder dragons / late-game creatures
383,0383.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
384,0384.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
385,0385.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
386,0386.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
387,0387.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
388,0388.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
389,0389.webp,monsters_and_endemic_life_II,monster_hero_or_design_sheet,S,yes,Behemoth crossover boss language and raid presentation,advanced monsters / elder dragons / late-game creatures
390,0390.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
391,0391.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
392,0392.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
393,0393.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
394,0394.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
395,0395.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
396,0396.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
397,0397.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
398,0398.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
399,0399.webp,monsters_and_endemic_life_II,monster_design_or_ecology_page,A,no,"High value for advanced monster variants, elder-dragon grandeur, material-specific anatomy, and boss spectacle logic.",advanced monsters / elder dragons / late-game creatures
400,0400.webp,small_creatures_reference,small_fauna_reference,B,no,Useful as supporting biodiversity layer and for ambient-life design simplification.,small fauna / fish / insects / reference boards
401,0401.webp,small_creatures_reference,small_fauna_reference,B,no,Useful as supporting biodiversity layer and for ambient-life design simplification.,small fauna / fish / insects / reference boards
402,0402.webp,small_creatures_reference,small_fauna_reference,B,no,Useful as supporting biodiversity layer and for ambient-life design simplification.,small fauna / fish / insects / reference boards
403,0403.webp,small_creatures_reference,small_fauna_reference,B,no,Useful as supporting biodiversity layer and for ambient-life design simplification.,small fauna / fish / insects / reference boards
404,0404.webp,small_creatures_reference,small_fauna_reference,B,no,Useful as supporting biodiversity layer and for ambient-life design simplification.,small fauna / fish / insects / reference boards
405,0405.webp,small_creatures_reference,small_fauna_reference,S,yes,fish and aquatic life functional simplification,small fauna / fish / insects / reference boards
406,0406.webp,small_creatures_reference,small_fauna_reference,B,no,Useful as supporting biodiversity layer and for ambient-life design simplification.,small fauna / fish / insects / reference boards
407,0407.webp,small_creatures_reference,small_fauna_reference,B,no,Useful as supporting biodiversity layer and for ambient-life design simplification.,small fauna / fish / insects / reference boards
408,0408.webp,small_creatures_reference,small_fauna_reference,B,no,Useful as supporting biodiversity layer and for ambient-life design simplification.,small fauna / fish / insects / reference boards
409,0409.webp,small_creatures_reference,small_fauna_reference,B,no,Useful as supporting biodiversity layer and for ambient-life design simplification.,small fauna / fish / insects / reference boards
410,0410.webp,small_creatures_reference,small_fauna_reference,S,yes,insect / butterfly / ambient fauna color note,small fauna / fish / insects / reference boards
411,0411.webp,small_creatures_reference,small_fauna_reference,B,no,Useful as supporting biodiversity layer and for ambient-life design simplification.,small fauna / fish / insects / reference boards
412,0412.webp,small_creatures_reference,small_fauna_reference,B,no,Useful as supporting biodiversity layer and for ambient-life design simplification.,small fauna / fish / insects / reference boards
413,0413.webp,small_creatures_reference,small_fauna_reference,B,no,Useful as supporting biodiversity layer and for ambient-life design simplification.,small fauna / fish / insects / reference boards
414,0414.webp,small_creatures_reference,small_fauna_reference,B,no,Useful as supporting biodiversity layer and for ambient-life design simplification.,small fauna / fish / insects / reference boards
415,0415.webp,small_creatures_reference,small_fauna_reference,B,no,Useful as supporting biodiversity layer and for ambient-life design simplification.,small fauna / fish / insects / reference boards
416,0416.webp,small_creatures_reference,small_fauna_reference,B,no,Useful as supporting biodiversity layer and for ambient-life design simplification.,small fauna / fish / insects / reference boards
417,0417.webp,small_creatures_reference,small_fauna_reference,B,no,Useful as supporting biodiversity layer and for ambient-life design simplification.,small fauna / fish / insects / reference boards
418,0418.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,S,yes,chapter title weapon & armor section,"weapon, armor, gear, NPC, production design sheets"
419,0419.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
420,0420.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,S,yes,weapon families and hunter kit overview,"weapon, armor, gear, NPC, production design sheets"
421,0421.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
422,0422.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
423,0423.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,S,yes,equipment-to-role visual differentiation,"weapon, armor, gear, NPC, production design sheets"
424,0424.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
425,0425.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
426,0426.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
427,0427.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
428,0428.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,S,yes,weapon silhouette readability study,"weapon, armor, gear, NPC, production design sheets"
429,0429.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
430,0430.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
431,0431.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
432,0432.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
433,0433.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
434,0434.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,S,yes,monster-to-armor translation example,"weapon, armor, gear, NPC, production design sheets"
435,0435.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
436,0436.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
437,0437.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
438,0438.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
439,0439.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
440,0440.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
441,0441.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
442,0442.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
443,0443.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,S,yes,mechanical/tech-style equipment sheet,"weapon, armor, gear, NPC, production design sheets"
444,0444.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
445,0445.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
446,0446.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
447,0447.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
448,0448.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
449,0449.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
450,0450.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,S,yes,heavy armor and aggressive weapon set,"weapon, armor, gear, NPC, production design sheets"
451,0451.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
452,0452.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
453,0453.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
454,0454.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
455,0455.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
456,0456.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
457,0457.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
458,0458.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
459,0459.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
460,0460.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
461,0461.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
462,0462.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,S,yes,chibi / functional armor set overview,"weapon, armor, gear, NPC, production design sheets"
463,0463.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
464,0464.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
465,0465.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
466,0466.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
467,0467.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
468,0468.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
469,0469.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
470,0470.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
471,0471.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,S,yes,ice-element set and material translation,"weapon, armor, gear, NPC, production design sheets"
472,0472.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
473,0473.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
474,0474.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
475,0475.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
476,0476.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
477,0477.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
478,0478.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
